7.100000000000000000e+01,7.500000000000000000e+01,6.089999999999999858e+01,6.559999999999999432e+01,6.379999999999999716e+01,6.750000000000000000e+01,6.700000000000000000e+01,7.050000000000000000e+01,6.440000000000000568e+01,3.289999999999999858e+01,6.920000000000000284e+01,7.490000000000000568e+01,6.450000000000000000e+01
6.959999999999999432e+01,6.670000000000000284e+01,6.970000000000000284e+01,6.479999999999999716e+01,6.379999999999999716e+01,7.120000000000000284e+01,6.750000000000000000e+01,6.100000000000000000e+01,6.679999999999999716e+01,6.990000000000000568e+01,6.509999999999999432e+01,6.609999999999999432e+01,6.490000000000000568e+01
6.979999999999999716e+01,6.479999999999999716e+01,6.520000000000000284e+01,6.050000000000000000e+01,6.100000000000000000e+01,6.670000000000000284e+01,6.529999999999999716e+01,7.000000000000000000e+01,6.550000000000000000e+01,6.500000000000000000e+01,6.289999999999999858e+01,6.509999999999999432e+01,6.470000000000000284e+01
6.679999999999999716e+01,6.779999999999999716e+01,6.800000000000000000e+01,6.709999999999999432e+01,6.509999999999999432e+01,6.409999999999999432e+01,6.779999999999999716e+01,6.310000000000000142e+01,6.970000000000000284e+01,7.070000000000000284e+01,6.550000000000000000e+01,6.500000000000000000e+01,6.500000000000000000e+01
6.500000000000000000e+01,6.509999999999999432e+01,6.509999999999999432e+01,6.559999999999999432e+01,6.809999999999999432e+01,6.920000000000000284e+01,6.820000000000000284e+01,7.200000000000000000e+01,7.070000000000000284e+01,6.450000000000000000e+01,6.509999999999999432e+01,6.079999999999999716e+01,6.490000000000000568e+01
6.500000000000000000e+01,6.709999999999999432e+01,6.820000000000000284e+01,6.459999999999999432e+01,6.339999999999999858e+01,6.509999999999999432e+01,7.009999999999999432e+01,6.509999999999999432e+01,6.550000000000000000e+01,6.490000000000000568e+01,6.759999999999999432e+01,6.609999999999999432e+01,7.009999999999999432e+01
6.479999999999999716e+01,6.490000000000000568e+01,6.850000000000000000e+01,5.710000000000000142e+01,6.909999999999999432e+01,6.709999999999999432e+01,6.690000000000000568e+01,7.020000000000000284e+01,6.590000000000000568e+01,7.150000000000000000e+01,6.479999999999999716e+01,6.620000000000000284e+01,6.520000000000000284e+01
5.950000000000000000e+01,6.400000000000000000e+01,6.990000000000000568e+01,6.879999999999999716e+01,6.320000000000000284e+01,7.079999999999999716e+01,6.479999999999999716e+01,6.490000000000000568e+01,6.500000000000000000e+01,6.840000000000000568e+01,6.500000000000000000e+01,6.850000000000000000e+01,6.479999999999999716e+01
7.220000000000000284e+01,6.459999999999999432e+01,6.779999999999999716e+01,6.329999999999999716e+01,6.920000000000000284e+01,6.500000000000000000e+01,6.650000000000000000e+01,6.650000000000000000e+01,7.059999999999999432e+01,6.679999999999999716e+01,6.720000000000000284e+01,6.690000000000000568e+01,6.770000000000000284e+01
6.740000000000000568e+01,6.659999999999999432e+01,6.729999999999999716e+01,6.990000000000000568e+01,6.959999999999999432e+01,7.300000000000000000e+01,6.800000000000000000e+01,6.679999999999999716e+01,6.820000000000000284e+01,7.159999999999999432e+01,7.050000000000000000e+01,4.879999999999999716e+01,6.850000000000000000e+01
6.790000000000000568e+01,6.429999999999999716e+01,6.979999999999999716e+01,6.379999999999999716e+01,7.029999999999999716e+01,6.620000000000000284e+01,6.850000000000000000e+01,6.429999999999999716e+01,6.500000000000000000e+01,6.540000000000000568e+01,6.750000000000000000e+01,7.009999999999999432e+01,6.700000000000000000e+01
6.790000000000000568e+01,6.929999999999999716e+01,6.490000000000000568e+01,6.440000000000000568e+01,6.800000000000000000e+01,6.640000000000000568e+01,6.900000000000000000e+01,6.840000000000000568e+01,7.359999999999998010e+01,7.090000000000000568e+01,6.289999999999999858e+01,6.490000000000000568e+01,6.490000000000000568e+01
6.329999999999999716e+01,7.120000000000000284e+01,6.360000000000000142e+01,6.440000000000000568e+01,6.400000000000000000e+01,6.389999999999999858e+01,6.500000000000000000e+01,6.920000000000000284e+01,6.479999999999999716e+01,6.509999999999999432e+01,6.500000000000000000e+01,6.600000000000000000e+01,6.500000000000000000e+01
6.790000000000000568e+01,6.820000000000000284e+01,6.850000000000000000e+01,7.229999999999998295e+01,6.720000000000000284e+01,6.859999999999999432e+01,6.850000000000000000e+01,6.490000000000000568e+01,6.770000000000000284e+01,6.550000000000000000e+01,6.490000000000000568e+01,6.950000000000000000e+01,6.490000000000000568e+01
6.479999999999999716e+01,6.320000000000000284e+01,6.920000000000000284e+01,6.520000000000000284e+01,6.500000000000000000e+01,6.740000000000000568e+01,6.500000000000000000e+01,6.700000000000000000e+01,6.929999999999999716e+01,6.490000000000000568e+01,6.690000000000000568e+01,6.320000000000000284e+01,7.140000000000000568e+01
6.679999999999999716e+01,6.339999999999999858e+01,6.770000000000000284e+01,7.009999999999999432e+01,7.009999999999999432e+01,6.490000000000000568e+01,6.700000000000000000e+01,6.500000000000000000e+01,6.490000000000000568e+01,6.479999999999999716e+01,6.509999999999999432e+01,6.500000000000000000e+01,6.720000000000000284e+01
6.809999999999999432e+01,6.690000000000000568e+01,7.100000000000000000e+01,6.579999999999999716e+01,6.479999999999999716e+01,6.470000000000000284e+01,6.809999999999999432e+01,6.690000000000000568e+01,7.059999999999999432e+01,6.559999999999999432e+01,6.959999999999999432e+01,6.720000000000000284e+01,6.400000000000000000e+01
6.389999999999999858e+01,6.590000000000000568e+01,6.389999999999999858e+01,6.479999999999999716e+01,6.750000000000000000e+01,6.289999999999999858e+01,6.700000000000000000e+01
